"2014-09-01T00:00:02",4084,23,2.73,
"2014-09-01T00:00:57",2362,46,1.4099999999999999,
"2014-09-01T00:01:10",2454,46,1.4099999999999999,
"2014-09-01T00:01:17",4818,4,1.3600000000000001,
"2014-09-01T00:01:23",5658,6,2.8500000000000001,
"2014-09-01T00:01:55",4116,17,1.01,
"2014-09-01T00:02:56",7480,4,1.3600000000000001,
"2014-09-01T00:03:13",2655,46,1.4099999999999999,
"2014-09-01T00:03:27",6257,35,1.46,
"2014-09-01T00:04:16",6398,19,1.5,
"2014-09-01T00:04:29",6117,17,1.01,
"2014-09-01T00:05:13",8733,42,1.52,
"2014-09-01T00:06:44",4883,28,1.4299999999999999,
"2014-09-01T00:06:55",7735,19,1.5,
"2014-09-01T00:09:25",6988,6,2.8500000000000001,
"2014-09-01T00:09:39",9849,46,1.4099999999999999,
"2014-09-01T00:09:51",9992,42,1.52,
"2014-09-01T00:10:11",6102,28,1.4299999999999999,
"2014-09-01T00:12:41",9700,4,1.3600000000000001,
"2014-09-01T00:13:01",957,23,2.73,
"2014-09-01T00:13:28",9898,25,1.52,
"2014-09-01T00:13:56",4459,10,1.73,
"2014-09-01T00:14:22",9478,17,1.01,
"2014-09-01T00:20:15",7609,10,1.73,
"2014-09-01T00:21:17",9849,2,2.9199999999999999,"46"
"2014-09-01T00:22:39",3542,25,1.52,
"2014-09-01T00:23:05",3945,22,1.26,
"2014-09-01T00:24:05",1379,28,1.4299999999999999,
"2014-09-01T00:25:52",957,11,2.79,"23"
"2014-09-01T00:26:31",9017,15,3.7000000000000002,
"2014-09-01T00:26:33",2143,20,2.52,
"2014-09-01T00:27:04",7901,46,1.4099999999999999,
"2014-09-01T00:27:30",405,34,2.4399999999999999,
"2014-09-01T00:32:17",4596,16,2.8999999999999999,
"2014-09-01T00:32:32",4726,17,1.01,
"2014-09-01T00:33:35",4320,22,1.26,
"2014-09-01T00:34:22",9674,17,1.01,"42"
"2014-09-01T00:36:20",9587,25,1.52,
"2014-09-01T00:36:31",9301,42,1.52,"39"
"2014-09-01T00:37:06",7384,42,1.52,
"2014-09-01T00:38:00",5017,21,2.8500000000000001,"25"
"2014-09-01T00:38:38",6476,10,1.73,
"2014-09-01T00:39:11",6414,1,3.0600000000000001,
"2014-09-01T00:39:37",8290,46,1.4099999999999999,
"2014-09-01T00:39:39",5916,16,2.8999999999999999,"9"
"2014-09-01T00:40:46",8580,35,1.46,"50"
"2014-09-01T00:40:47",8964,17,1.01,
"2014-09-01T00:41:29",6972,10,1.73,
"2014-09-01T00:42:09",4862,22,1.26,"1"
"2014-09-01T00:43:14",8587,22,1.26,
"2014-09-01T00:45:55",8822,28,1.4299999999999999,
"2014-09-01T00:46:40",4541,34,2.4399999999999999,
"2014-09-01T00:46:58",8042,21,2.8500000000000001,
"2014-09-01T00:47:01",2623,41,2.8199999999999998,
"2014-09-01T00:50:45",5945,46,1.4099999999999999,
"2014-09-01T00:51:03",1077,22,1.26,
"2014-09-01T00:54:25",5466,17,1.01,
"2014-09-01T00:54:31",7302,7,2.3199999999999998,
"2014-09-01T00:58:32",187,41,2.8199999999999998,
"2014-09-01T00:58:36",4502,16,2.8999999999999999,
"2014-09-01T01:00:50",422,46,1.4099999999999999,
"2014-09-01T01:01:47",4930,17,1.01,
"2014-09-01T01:02:24",8058,8,2.02,
"2014-09-01T01:03:20",953,28,1.4299999999999999,
"2014-09-01T01:04:00",9386,35,1.46,
"2014-09-01T01:04:11",4375,46,1.4099999999999999,"46"
"2014-09-01T01:04:12",3168,4,1.3600000000000001,
"2014-09-01T01:06:14",8634,28,1.4299999999999999,
"2014-09-01T01:06:18",7502,22,1.26,"16"
"2014-09-01T01:07:10",8601,35,1.46,
"2014-09-01T01:07:24",2747,35,1.46,
"2014-09-01T01:07:54",7176,28,1.4299999999999999,"44"
"2014-09-01T01:07:55",6406,29,4.1799999999999997,"15"
"2014-09-01T01:11:02",5960,25,1.52,
"2014-09-01T01:11:40",7059,16,2.8999999999999999,
"2014-09-01T01:12:01",4726,19,1.5,"17"
"2014-09-01T01:12:51",940,46,1.4099999999999999,
"2014-09-01T01:13:09",3010,28,1.4299999999999999,
"2014-09-01T01:15:31",9625,35,1.46,
"2014-09-01T01:16:24",7871,17,1.01,
"2014-09-01T01:16:38",4955,35,1.46,
"2014-09-01T01:17:23",5444,41,2.8199999999999998,
"2014-09-01T01:17:34",8596,22,1.26,
"2014-09-01T01:18:11",8978,46,1.4099999999999999,"17"
"2014-09-01T01:18:25",9042,8,2.02,
"2014-09-01T01:18:56",2982,17,1.01,
"2014-09-01T01:19:24",6389,7,2.3199999999999998,"4"
"2014-09-01T01:20:27",7484,41,2.8199999999999998,
"2014-09-01T01:20:53",5204,17,1.01,"34"
"2014-09-01T01:21:59",5512,20,2.52,"16"
"2014-09-01T01:21:59",9849,4,1.3600000000000001,"2"
"2014-09-01T01:22:03",4758,38,2.4100000000000001,
"2014-09-01T01:23:23",8736,23,2.73,
"2014-09-01T01:24:03",2718,19,1.5,
"2014-09-01T01:24:07",3600,46,1.4099999999999999,
"2014-09-01T01:24:18",3965,19,1.5,"21"
"2014-09-01T01:25:08",2731,42,1.52,"39"
"2014-09-01T01:26:37",4134,17,1.01,
"2014-09-01T01:30:37",816,8,2.02,"45"
"2014-09-01T01:32:24",6059,10,1.73,
"2014-09-01T01:33:00",3364,23,2.73,
"2014-09-01T01:37:51",7342,8,2.02,
"2014-09-01T01:38:37",4086,35,1.46,
"2014-09-01T01:38:38",2963,42,1.52,
"2014-09-01T01:39:16",8712,4,1.3600000000000001,"25"
"2014-09-01T01:40:53",5658,40,2.3900000000000001,"6"
"2014-09-01T01:41:42",4450,42,1.52,"5"
"2014-09-01T01:43:15",5672,15,3.7000000000000002,"3"
"2014-09-01T01:43:21",8421,7,2.3199999999999998,
"2014-09-01T01:43:48",3954,17,1.01,"8"
"2014-09-01T01:44:45",5444,13,2.2599999999999998,"41"
"2014-09-01T01:46:32",2235,46,1.4099999999999999,
"2014-09-01T01:46:34",9513,17,1.01,
"2014-09-01T01:48:50",1108,35,1.46,
"2014-09-01T01:49:40",4646,17,1.01,"32"
"2014-09-01T01:51:02",1602,17,1.01,
"2014-09-01T01:53:11",5876,16,2.8999999999999999,
"2014-09-01T01:54:31",8755,47,4.8799999999999999,
"2014-09-01T01:55:04",2547,23,2.73,
"2014-09-01T01:56:25",6498,22,1.26,
"2014-09-01T01:56:45",526,28,1.4299999999999999,
"2014-09-01T01:57:29",9625,22,1.26,"35"
"2014-09-01T01:58:03",1108,23,2.73,"35"
"2014-09-01T01:59:06",458,10,1.73,
"2014-09-01T01:59:46",1045,35,1.46,
"2014-09-01T02:02:47",6929,10,1.73,
"2014-09-01T02:02:51",7257,23,2.73,
"2014-09-01T02:03:04",5385,21,2.8500000000000001,"36"
"2014-09-01T02:03:21",43,46,1.4099999999999999,
"2014-09-01T02:03:39",906,30,3.2000000000000002,
"2014-09-01T02:04:02",5246,40,2.3900000000000001,"36"
"2014-09-01T02:04:14",5864,4,1.3600000000000001,"8"
"2014-09-01T02:04:16",1919,7,2.3199999999999998,"45"
"2014-09-01T02:05:06",9849,23,2.73,"4"
"2014-09-01T02:05:41",5009,46,1.4099999999999999,
"2014-09-01T02:05:55",7306,11,2.79,
"2014-09-01T02:06:49",5473,1,3.0600000000000001,"24"
"2014-09-01T02:07:13",3477,42,1.52,"35"
"2014-09-01T02:08:09",3394,13,2.2599999999999998,
"2014-09-01T02:09:36",1301,46,1.4099999999999999,
"2014-09-01T02:09:53",5019,17,1.01,
"2014-09-01T02:10:27",9572,17,1.01,"47"
"2014-09-01T02:13:20",754,25,1.52,"9"
"2014-09-01T02:13:43",7052,17,1.01,
"2014-09-01T02:14:45",717,4,1.3600000000000001,
"2014-09-01T02:14:48",1813,34,2.4399999999999999,"42"
"2014-09-01T02:16:13",8120,22,1.26,
"2014-09-01T02:16:49",9672,22,1.26,
"2014-09-01T02:17:29",9657,22,1.26,
"2014-09-01T02:18:26",8078,36,3.4900000000000002,
"2014-09-01T02:19:52",2619,4,1.3600000000000001,"37"
"2014-09-01T02:20:15",4771,46,1.4099999999999999,
"2014-09-01T02:20:28",9017,17,1.01,"32"
"2014-09-01T02:22:08",1077,40,2.3900000000000001,"22"
"2014-09-01T02:22:38",3654,6,2.8500000000000001,
"2014-09-01T02:24:33",3564,35,1.46,
"2014-09-01T02:24:34",4530,34,2.4399999999999999,
"2014-09-01T02:24:39",7571,10,1.73,"8"
"2014-09-01T02:27:42",8590,4,1.3600000000000001,
"2014-09-01T02:29:17",8375,40,2.3900000000000001,"41"
"2014-09-01T02:29:41",8983,1,3.0600000000000001,"7"
"2014-09-01T02:30:05",6498,46,1.4099999999999999,"22"
"2014-09-01T02:31:23",4427,21,2.8500000000000001,
"2014-09-01T02:33:38",3049,42,1.52,
"2014-09-01T02:33:59",3489,8,2.02,"46"
"2014-09-01T02:34:47",6275,17,1.01,
"2014-09-01T02:34:57",5678,7,2.3199999999999998,
"2014-09-01T02:35:06",1449,43,4.4100000000000001,
"2014-09-01T02:38:13",6445,22,1.26,"46"
"2014-09-01T02:40:09",2839,16,2.8999999999999999,"49"
"2014-09-01T02:41:04",9217,13,2.2599999999999998,"27"
"2014-09-01T02:41:50",3114,42,1.52,
"2014-09-01T02:43:34",5931,17,1.01,
"2014-09-01T02:44:15",9824,35,1.46,"23"
"2014-09-01T02:46:05",1814,23,2.73,"26"
"2014-09-01T02:46:58",5487,17,1.01,"18"
"2014-09-01T02:47:50",3030,6,2.8500000000000001,
"2014-09-01T02:49:34",3742,40,2.3900000000000001,"37"
"2014-09-01T02:49:41",1889,17,1.01,
"2014-09-01T02:50:36",93,10,1.73,"7"
"2014-09-01T02:52:01",2587,17,1.01,"50"
"2014-09-01T02:58:14",6339,46,1.4099999999999999,"38"
"2014-09-01T02:59:01",2362,10,1.73,"46"
"2014-09-01T02:59:09",7299,35,1.46,
"2014-09-01T02:59:36",1680,42,1.52,
"2014-09-01T03:02:16",197,10,1.73,"48"
"2014-09-01T03:02:22",2115,41,2.8199999999999998,"36"
"2014-09-01T03:02:33",4204,25,1.52,
"2014-09-01T03:03:23",7489,25,1.52,
"2014-09-01T03:05:35",9235,10,1.73,
"2014-09-01T03:05:41",9631,22,1.26,
"2014-09-01T03:07:41",3113,7,2.3199999999999998,"38"
"2014-09-01T03:07:46",3592,4,1.3600000000000001,"40"
"2014-09-01T03:09:36",6085,2,2.9199999999999999,"26"
"2014-09-01T03:10:02",6794,35,1.46,
"2014-09-01T03:13:52",717,28,1.4299999999999999,"4"
"2014-09-01T03:13:54",2932,7,2.3199999999999998,"12"
"2014-09-01T03:14:10",2731,22,1.26,"42"
"2014-09-01T03:14:52",5693,25,1.52,
"2014-09-01T03:16:22",6972,35,1.46,"32"
"2014-09-01T03:17:05",4364,4,1.3600000000000001,"49"
"2014-09-01T03:17:22",698,1,3.0600000000000001,"49"
"2014-09-01T03:17:28",6290,16,2.8999999999999999,"18"
"2014-09-01T03:18:15",3468,42,1.52,"6"
"2014-09-01T03:18:21",9872,17,1.01,"12"
"2014-09-01T03:18:38",2781,10,1.73,
"2014-09-01T03:22:28",6238,13,2.2599999999999998,"32"
"2014-09-01T03:23:08",3119,23,2.73,
"2014-09-01T03:23:48",4542,38,2.4100000000000001,"16"
"2014-09-01T03:25:08",4299,19,1.5,
"2014-09-01T03:26:07",3137,32,5.5899999999999999,"45"
"2014-09-01T03:26:26",6042,25,1.52,"41"
"2014-09-01T03:27:22",416,34,2.4399999999999999,
"2014-09-01T03:27:41",9280,35,1.46,
"2014-09-01T03:31:33",6098,11,2.79,"16"
"2014-09-01T03:31:39",7095,40,2.3900000000000001,"36"
"2014-09-01T03:32:25",4638,40,2.3900000000000001,
"2014-09-01T03:32:28",8838,8,2.02,
"2014-09-01T03:33:40",1734,17,1.01,"23"
"2014-09-01T03:35:35",3477,8,2.02,"42"
"2014-09-01T03:35:51",2075,2,2.9199999999999999,"36"
"2014-09-01T03:37:41",852,16,2.8999999999999999,
"2014-09-01T03:37:47",6173,19,1.5,"9"
"2014-09-01T03:37:53",9358,10,1.73,
"2014-09-01T03:38:39",3161,35,1.46,
"2014-09-01T03:41:00",7912,22,1.26,
"2014-09-01T03:41:59",2073,36,3.4900000000000002,
"2014-09-01T03:42:43",4479,42,1.52,
"2014-09-01T03:42:49",1163,4,1.3600000000000001,
"2014-09-01T03:42:58",416,4,1.3600000000000001,"34"
"2014-09-01T03:43:37",1449,41,2.8199999999999998,"43"
"2014-09-01T03:44:32",4477,40,2.3900000000000001,
"2014-09-01T03:44:57",6476,13,2.2599999999999998,"31"
"2014-09-01T03:45:11",4263,10,1.73,
"2014-09-01T03:46:43",2779,19,1.5,"32"
"2014-09-01T03:47:01",1354,8,2.02,
"2014-09-01T03:47:16",5832,40,2.3900000000000001,"24"
"2014-09-01T03:47:49",225,17,1.01,
"2014-09-01T03:47:49",7969,33,3.5699999999999998,"16"
"2014-09-01T03:51:24",528,20,2.52,"8"
"2014-09-01T03:52:35",1657,46,1.4099999999999999,
"2014-09-01T03:53:20",2078,11,2.79,
"2014-09-01T03:55:19",735,40,2.3900000000000001,
"2014-09-01T03:55:56",7901,38,2.4100000000000001,"46"
"2014-09-01T03:57:18",1892,19,1.5,
"2014-09-01T03:57:39",2956,6,2.8500000000000001,"21"
"2014-09-01T03:58:12",5364,22,1.26,"26"
"2014-09-01T04:00:04",8218,19,1.5,"45"
"2014-09-01T04:00:22",8978,17,1.01,"46"
"2014-09-01T04:02:44",3055,25,1.52,"4"
"2014-09-01T04:02:47",6833,40,2.3900000000000001,
"2014-09-01T04:03:24",7377,4,1.3600000000000001,"40"
